Transaction Date,Post Date,Description,Category,Type,Amount,Memo
12/07/2025,12/07/2025,STATEMENT CREDIT,Fees & Adjustments,Adjustment,79.21,
12/06/2025,12/07/2025,LA PLAZA MARKET  #6,Groceries,Sale,-17.62,
12/05/2025,12/07/2025,CHEWY.COM,Shopping,Sale,-114.97,
12/03/2025,12/04/2025,60777 - SFO PARKING DD Q9,Travel,Sale,-25.00,
12/04/2025,12/04/2025,LYFT   *2 RIDES 12-02,Travel,Sale,-88.94,
12/02/2025,12/03/2025,THE COFFEE BEAN AND TEA L,Food & Drink,Sale,-4.98,
12/02/2025,12/03/2025,STARBUCKS 8007827282,Food & Drink,Sale,-15.00,
12/01/2025,12/03/2025,APPLE.COM/BILL,Shopping,Sale,-2.99,
11/29/2025,12/01/2025,NENA`S MEXICAN CUISINE,Food & Drink,Sale,-76.00,
11/29/2025,12/01/2025,Publicrecords US,Professional Services,Sale,-20.00,
11/29/2025,12/01/2025,TST*LA PLAZA TAQUERIA 6,Food & Drink,Sale,-3.27,
11/29/2025,12/01/2025,LA ROSA FLORAL,Shopping,Sale,-16.94,
11/29/2025,12/01/2025,TST*LA PLAZA TAQUERIA 6,Food & Drink,Sale,-3.27,
11/29/2025,11/30/2025,THE HAGGIN MUSEUM STORE,Entertainment,Sale,-4.36,
11/29/2025,11/30/2025,LA PLAZA MARKET  #6,Groceries,Sale,-27.63,
11/29/2025,11/30/2025,CHEVRON 0307707,Gas,Sale,-35.74,
11/29/2025,11/30/2025,SQ *HAGGIN MUSEUM,Entertainment,Sale,-5.00,
11/29/2025,11/30/2025,SQ *KHODYNA SALON,Personal,Sale,-7.00,
11/28/2025,11/28/2025,Payment Thank You-Mobile,,Payment,680.85,
11/25/2025,11/27/2025,SOUTHWES    5262107789391,Travel,Sale,-250.30,
11/25/2025,11/26/2025,FRONTIER AI NIHVMQ,Travel,Sale,-39.98,
11/25/2025,11/26/2025,CVSExtraCare 8007467287RI,Health & Wellness,Sale,-5.49,
11/24/2025,11/25/2025,LA PLAZA MARKET  #6,Groceries,Sale,-8.61,
11/21/2025,11/23/2025,LA PLAZA MARKET  #6,Groceries,Sale,-19.55,
11/21/2025,11/23/2025,TST*LA PLAZA TAQUERIA 6,Food & Drink,Sale,-6.54,
11/19/2025,11/20/2025,SQ *LALO,Groceries,Sale,-9.50,
11/18/2025,11/19/2025,APPLE.COM/BILL,Shopping,Sale,-7.98,
11/17/2025,11/18/2025,COSTCO WHSE #0129,Shopping,Sale,-27.16,
11/17/2025,11/18/2025,LA PLAZA MARKET  #6,Groceries,Sale,-15.72,
11/16/2025,11/17/2025,SQ *SUJU'S COFFEE &amp; TEA,Food & Drink,Sale,-5.18,
11/16/2025,11/17/2025,SQ *SUJU'S COFFEE &amp; TEA,Food & Drink,Sale,-12.50,
11/15/2025,11/16/2025,Spotify USA,Bills & Utilities,Sale,-11.99,
11/13/2025,11/14/2025,OTT* DROPOUT,Bills & Utilities,Sale,-6.99,
11/13/2025,11/14/2025,Enssaro,Food & Drink,Sale,-85.00,
11/13/2025,11/14/2025,WMT PLUS Nov 2025,Bills & Utilities,Sale,-13.82,
11/13/2025,11/14/2025,Publicrecords US,Professional Services,Sale,-5.00,
11/11/2025,11/13/2025,CARDENAS MARKETS,Groceries,Sale,-35.27,
11/11/2025,11/13/2025,THE RECRAFTING CO,Shopping,Sale,-88.77,
11/11/2025,11/13/2025,CLASSIC TOUCH CLEANERS,Personal,Sale,-25.50,
11/11/2025,11/12/2025,Payment Thank You-Mobile,,Payment,342.74,
11/06/2025,11/09/2025,SAFEWAY #0908,Groceries,Sale,-62.54,
11/02/2025,11/04/2025,TRADER JOE S #203,Groceries,Sale,-27.10,
11/02/2025,11/03/2025,THE UPS STORE 1821,Personal,Sale,-21.77,
10/30/2025,11/02/2025,CHAMPA GARDEN - OAKLAND,Food & Drink,Sale,-14.95,
10/29/2025,10/31/2025,HIGHLAND HOSPITAL,Food & Drink,Sale,-6.87,
10/31/2025,10/31/2025,OTTER* DOSA AND CHA,Food & Drink,Sale,-59.07,
10/28/2025,10/30/2025,Publicrecords US,Professional Services,Sale,-5.00,
10/27/2025,10/28/2025,CVS/PHARMACY #09226,Health & Wellness,Sale,-3.34,
10/27/2025,10/28/2025,FARMER JOE'S MKTPLC,Groceries,Sale,-23.61,
10/26/2025,10/27/2025,60777 - SFO PARKING DD Q9,Travel,Sale,-25.00,
10/26/2025,10/27/2025,MIDWAYCARRENTAL LAX,Travel,Sale,-88.00,
10/25/2025,10/26/2025,Payment Thank You-Mobile,,Payment,869.54,
10/25/2025,10/26/2025,CVSExtraCare 8007467287RI,Health & Wellness,Sale,-5.49,
10/23/2025,10/24/2025,TARGET        00028290,Shopping,Sale,-41.23,
10/21/2025,10/22/2025,CENTRAL GAS 3,Gas,Sale,-38.06,
10/19/2025,10/20/2025,SUPERMERCADO MI TIERRA #,Groceries,Sale,-18.97,
10/19/2025,10/20/2025,CARL'S JR #755,Food & Drink,Sale,-4.21,
10/18/2025,10/20/2025,SHELL OIL10007499014,Gas,Sale,-12.27,
10/16/2025,10/20/2025,ALASKA AIR  0272120511047,Travel,Return,78.30,
10/18/2025,10/19/2025,HARMONS - SANTA CLARA #6,Groceries,Sale,-6.79,
10/18/2025,10/19/2025,LOVE'S #0755 OUTSIDE,Gas,Sale,-37.89,
10/16/2025,10/19/2025,UNITED      0164338669539,Travel,Sale,-35.00,
10/16/2025,10/19/2025,UNITED      0162340732395,Travel,Sale,-100.48,
10/19/2025,10/19/2025,APPLE.COM/BILL,Shopping,Sale,-7.98,
10/17/2025,10/19/2025,WAL-MART #1439,Groceries,Sale,-60.48,
10/16/2025,10/19/2025,ALASKA AIR  0272120513254,Travel,Sale,-148.30,
10/16/2025,10/19/2025,ALASKA AIR  0272120511047,Travel,Sale,-78.30,
10/16/2025,10/19/2025,ALASKA AIR  0272120516544,Travel,Sale,-110.30,
10/15/2025,10/15/2025,Spotify USA,Bills & Utilities,Sale,-11.99,
10/13/2025,10/14/2025,OTT* DROPOUT,Bills & Utilities,Sale,-6.99,
10/12/2025,10/13/2025,WMT PLUS Oct 2025,Bills & Utilities,Sale,-13.82,
10/11/2025,10/13/2025,Publicrecords US,Professional Services,Sale,-5.00,
10/10/2025,10/12/2025,WAL-MART #1439,Groceries,Sale,-36.70,
10/10/2025,10/12/2025,LAVA ROCK VETERINARY,Personal,Sale,-173.08,
10/10/2025,10/10/2025,Payment Thank You-Mobile,,Payment,2019.91,
10/06/2025,10/07/2025,CHEWY.COM,Shopping,Sale,-79.27,
10/04/2025,10/05/2025,DIGBY'S MARKET,Groceries,Sale,-36.82,
10/03/2025,10/05/2025,WM SUPERCENTER #1439,Groceries,Sale,-55.30,
10/02/2025,10/03/2025,HARMONS - SANTA CLARA #6,Groceries,Sale,-2.75,
09/29/2025,09/30/2025,PRECHECK,Personal,Sale,-97.50,
09/26/2025,09/28/2025,DRIVER LICENSE DIXIE,Bills & Utilities,Sale,-23.00,
09/27/2025,09/28/2025,COSTCO GAS #0672,Gas,Sale,-25.60,
09/27/2025,09/28/2025,WM SUPERCENTER #1439,Groceries,Sale,-76.38,
09/25/2025,09/26/2025,CVSExtraCare 8007467287RI,Health & Wellness,Sale,-5.49,
09/25/2025,09/26/2025,Publicrecords US,Professional Services,Sale,-1.00,
09/24/2025,09/25/2025,AAMC,Personal,Sale,-1360.00,
09/24/2025,09/25/2025,NRMP,Gifts & Donations,Sale,-70.00,
09/23/2025,09/24/2025,AAMC,Personal,Sale,-15.00,
09/24/2025,09/24/2025,Publicrecords US,Professional Services,Sale,-5.00,
09/19/2025,09/21/2025,COSTCO GAS #0672,Gas,Sale,-30.83,
09/19/2025,09/21/2025,WM SUPERCENTER #1439,Groceries,Sale,-42.76,
09/19/2025,09/19/2025,Payment Thank You-Mobile,,Payment,167.35,
09/18/2025,09/19/2025,THUMBTACK.COM,Shopping,Sale,-53.23,
09/18/2025,09/19/2025,APPLE.COM/BILL,Shopping,Sale,-7.98,
09/18/2025,09/19/2025,PMTS St George PMTS St. G,Personal,Sale,-32.00,
09/16/2025,09/17/2025,THUMBTACK.COM,Shopping,Sale,-26.61,
09/15/2025,09/16/2025,DIGBY'S MARKET,Groceries,Sale,-19.91,
09/15/2025,09/15/2025,Spotify USA,Bills & Utilities,Sale,-11.99,
09/12/2025,09/14/2025,Payment Thank You-Mobile,,Payment,280.92,
09/12/2025,09/14/2025,WMT PLUS Sep 2025,Bills & Utilities,Sale,-13.82,
09/13/2025,09/14/2025,PY *PCRF,Gifts & Donations,Sale,-25.00,
09/12/2025,09/14/2025,WAL-MART #1439,Groceries,Sale,-63.03,
09/13/2025,09/14/2025,OTT* DROPOUT,Bills & Utilities,Sale,-6.99,
09/06/2025,09/08/2025,NUGGET MARKET #16,Groceries,Sale,-11.75,
09/07/2025,09/08/2025,CHEVRON 0095482,Gas,Sale,-26.71,
09/07/2025,09/08/2025,CCDOA LAS AIRPORT,Travel,Sale,-28.00,
09/06/2025,09/07/2025,APPLE.COM/BILL,Shopping,Sale,-4.99,
09/05/2025,09/07/2025,MIRA MONTE SINCLAIR,Gas,Sale,-27.59,
09/04/2025,09/05/2025,HARMONS - SANTA CLARA #6,Groceries,Sale,-13.89,
08/31/2025,09/01/2025,WALGREENS #11674,Health & Wellness,Sale,-1.25,
08/30/2025,08/31/2025,WM SUPERCENTER #1439,Groceries,Sale,-34.46,
08/26/2025,08/28/2025,PY *FS COFFEE CO,Food & Drink,Sale,-3.23,
08/26/2025,08/28/2025,TACO BELL 737684,Food & Drink,Sale,-4.73,
08/25/2025,08/26/2025,CVSExtraCare 8007467287RI,Health & Wellness,Sale,-5.49,
08/24/2025,08/24/2025,WWW.SOUTHERNUTAHDRAGST,Entertainment,Sale,-17.00,
08/23/2025,08/24/2025,COSTCO GAS #0672,Gas,Sale,-27.82,
08/24/2025,08/24/2025,WWW.SOUTHERNUTAHDRAGST,Entertainment,Sale,-7.00,
08/24/2025,08/24/2025,WP*www.southernutahdra,Personal,Sale,-30.75,
08/18/2025,08/20/2025,DUTCHMANS,Gas,Sale,-22.95,
08/19/2025,08/20/2025,APPLE.COM/BILL,Shopping,Sale,-7.98,
08/18/2025,08/19/2025,BEANS&amp;BREWSCOFFEEHOUSE,Food & Drink,Sale,-5.33,
08/18/2025,08/18/2025,Payment Thank You-Mobile,,Payment,2748.41,
08/16/2025,08/17/2025,GALBI GRILL,Food & Drink,Sale,-130.00,
08/15/2025,08/15/2025,Spotify USA,Bills & Utilities,Sale,-11.99,
08/13/2025,08/14/2025,OTT* DROPOUT,Bills & Utilities,Sale,-6.99,
08/12/2025,08/13/2025,WMT PLUS Aug 2025,Bills & Utilities,Sale,-13.82,
08/12/2025,08/13/2025,HARMONS - SANTA CLARA #6,Groceries,Sale,-1.66,
08/11/2025,08/12/2025,DIGBY'S MARKET,Groceries,Sale,-6.68,
08/11/2025,08/12/2025,DIGBY'S MARKET,Groceries,Sale,-9.87,
08/08/2025,08/10/2025,COSTCO GAS #0672,Gas,Sale,-29.48,
08/09/2025,08/10/2025,CHEVRON 0385252,Gas,Sale,-7.79,
08/06/2025,08/07/2025,WM SUPERCENTER #3220,Groceries,Sale,-17.07,
08/06/2025,08/07/2025,AAMC,Personal,Sale,-105.00,
08/04/2025,08/05/2025,DIGBY'S MARKET,Groceries,Sale,-30.66,
08/02/2025,08/04/2025,LITTLE CAESARS 1488-0018,Food & Drink,Sale,-22.28,
08/01/2025,08/03/2025,AAMC,Personal,Sale,-150.00,
08/02/2025,08/03/2025,DIGBY'S MARKET,Groceries,Sale,-21.15,
08/02/2025,08/03/2025,Red Rock Dry Cleaners,Personal,Sale,-26.18,
08/01/2025,08/03/2025,WM SUPERCENTER #1439,Groceries,Sale,-88.86,
07/30/2025,08/01/2025,IN-N-OUT HESPERIA,Food & Drink,Sale,-7.87,
07/30/2025,07/31/2025,CHEVRON 0385825,Gas,Sale,-40.00,
07/30/2025,07/31/2025,JAPANESE CAR MASTERS,Automotive,Sale,-1894.25,
07/30/2025,07/30/2025,UBER   *TRIP,Travel,Sale,-15.94,
07/25/2025,07/27/2025,Payment Thank You-Mobile,,Payment,705.94,
07/25/2025,07/27/2025,CVSExtraCare 8007467287RI,Health & Wellness,Sale,-5.49,
07/25/2025,07/27/2025,SHELL OIL10087441019,Gas,Sale,-36.81,
07/25/2025,07/27/2025,TACO BELL 725503,Food & Drink,Sale,-62.58,
07/24/2025,07/25/2025,APPLE.COM/BILL,Shopping,Sale,-5.99,
07/20/2025,07/22/2025,SHELL OIL10008229014,Gas,Sale,-18.08,
07/18/2025,07/20/2025,JTI*TWITCHTV SUB SRVCS,Bills & Utilities,Sale,-5.99,
07/19/2025,07/20/2025,TST* SNOOZE LA JOLLA,Food & Drink,Sale,-27.94,
07/18/2025,07/20/2025,VONS #2370,Groceries,Sale,-19.36,
07/15/2025,07/15/2025,STATEMENT CREDIT,Fees & Adjustments,Adjustment,64.13,
07/15/2025,07/15/2025,Spotify USA,Bills & Utilities,Sale,-11.99,
07/13/2025,07/14/2025,OTT* DROPOUT,Bills & Utilities,Sale,-6.99,
07/06/2025,07/08/2025,SHELL OIL10087441019,Gas,Sale,-31.84,
07/06/2025,07/07/2025,RAMONS TACO SHOP,Food & Drink,Sale,-37.28,
06/30/2025,07/02/2025,SHELL OIL 12542062000,Gas,Sale,-41.23,
06/30/2025,07/01/2025,HARMONS - SANTA CLARA #6,Groceries,Sale,-20.00,
06/30/2025,07/01/2025,TARGET        00002741,Shopping,Sale,-40.30,
06/29/2025,06/30/2025,WM SUPERCENTER #1439,Groceries,Sale,-26.56,
06/29/2025,06/30/2025,COSTCO GAS #0672,Gas,Sale,-24.61,
06/29/2025,06/30/2025,COSTCO WHSE #0672,Shopping,Sale,-277.21,
06/25/2025,06/26/2025,CVSExtraCare 8007467287RI,Health & Wellness,Sale,-5.49,
06/24/2025,06/25/2025,APPLE.COM/BILL,Shopping,Sale,-5.99,
06/18/2025,06/20/2025,JTI*TWITCHTV SUB SRVCS,Bills & Utilities,Sale,-5.99,
06/20/2025,06/20/2025,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.83,
06/19/2025,06/20/2025,CLIFFS OF MOHER VISITO,Entertainment,Sale,-27.67,
06/19/2025,06/19/2025,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.36,
06/18/2025,06/19/2025,SUPERVALU MILLTOWN MALBAY,Groceries,Sale,-12.33,
06/19/2025,06/19/2025,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.25,
06/18/2025,06/19/2025,XL BALLYGADDY,Gas,Sale,-8.40,
06/18/2025,06/18/2025,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-1.77,
06/17/2025,06/18/2025,FH* SHEEP AND WOOL CEN,Entertainment,Sale,-59.10,
06/18/2025,06/18/2025,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.66,
06/16/2025,06/18/2025,CITY CENTRE,Travel,Sale,-22.30,
06/16/2025,06/16/2025,Payment Thank You-Mobile,,Payment,716.44,
06/16/2025,06/16/2025,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.86,
06/15/2025,06/16/2025,PALACE BAR,Food & Drink,Sale,-28.69,
06/15/2025,06/15/2025,Spotify USA,Bills & Utilities,Sale,-11.99,
06/13/2025,06/15/2025,OTT* DROPOUT,Bills & Utilities,Sale,-6.99,
06/15/2025,06/15/2025,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-2.04,
06/14/2025,06/15/2025,This is Knit Till 2,Shopping,Sale,-68.30,
06/15/2025,06/15/2025,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.11,
06/13/2025,06/15/2025,CLOUD CAFE,Food & Drink,Sale,-3.96,
06/12/2025,06/13/2025,AIRALO,Shopping,Sale,-13.00,
06/11/2025,06/12/2025,AIRBNB * HM2CNCCHZK,Travel,Return,43.75,
06/12/2025,06/12/2025,WAY.COM* WAY.COM*AIRPO,Travel,Sale,-87.23,
06/09/2025,06/11/2025,SHIVWITS CONVENIENCE STO,Gas,Sale,-28.45,
06/09/2025,06/09/2025,AIRBNB * HMYHPYZAF8,Travel,Sale,-90.38,
06/06/2025,06/08/2025,WAL-MART #1439,Groceries,Sale,-9.13,
06/06/2025,06/08/2025,COMMUNIQUE POSTAL,Personal,Sale,-18.19,
06/05/2025,06/08/2025,CARDENAS MARKETS,Groceries,Sale,-11.65,
06/05/2025,06/06/2025,EAGLES LANDING MESQUITE,Gas,Sale,-28.77,
06/02/2025,06/03/2025,AIRBNB * HM2CNCCHZK,Travel,Sale,-51.47,
06/01/2025,06/02/2025,AIRBNB * HM5PEYJJ49,Travel,Sale,-49.30,
05/30/2025,06/01/2025,WAL-MART #1439,Groceries,Sale,-31.46,
05/28/2025,05/28/2025,ZOOM.COM 888-799-9666,Bills & Utilities,Sale,-166.84,
05/25/2025,05/26/2025,CVSExtraCare 8007467287RI,Health & Wellness,Sale,-5.49,
05/24/2025,05/25/2025,Payment Thank You-Mobile,,Payment,778.45,
05/24/2025,05/25/2025,APPLE.COM/BILL,Shopping,Sale,-5.99,
05/23/2025,05/25/2025,WAL-MART #1439,Groceries,Sale,-58.45,
05/24/2025,05/25/2025,PAYPAL *UT MEDICAL,Gifts & Donations,Sale,-11.00,
05/20/2025,05/21/2025,NATIONAL BOARD OF MEDICAL,Education,Sale,-62.00,
05/18/2025,05/20/2025,JTI*TWITCHTV SUB SRVCS,Bills & Utilities,Sale,-5.99,
05/17/2025,05/19/2025,WINGERS ST GEORGE,Food & Drink,Sale,-29.09,
05/16/2025,05/18/2025,WAL-MART #1439,Groceries,Sale,-24.56,
05/16/2025,05/18/2025,COSTCO GAS #0672,Gas,Sale,-28.42,
05/15/2025,05/15/2025,Spotify USA,Bills & Utilities,Sale,-11.99,
05/12/2025,05/14/2025,MAVERIK #658,Gas,Sale,-23.42,
05/08/2025,05/11/2025,SHIVWITS CONVENIENCE STO,Gas,Sale,-23.41,
05/09/2025,05/11/2025,CHEVRON 0309203,Gas,Sale,-28.24,
05/10/2025,05/11/2025,COSTCO GAS #0452,Gas,Sale,-40.14,
05/09/2025,05/09/2025,AUTOMATIC PAYMENT - THANK,,Payment,662.54,
05/08/2025,05/09/2025,HARMONS - SANTA CLARA #6,Groceries,Sale,-20.00,
05/06/2025,05/07/2025,PAYPAL *SAVORYKNITT CART,Shopping,Sale,-5.00,
05/07/2025,05/07/2025,eBay O*23-13030-00939,Shopping,Sale,-16.14,
05/02/2025,05/04/2025,SHIVWITS CONVENIENCE STO,Gas,Sale,-25.19,
04/30/2025,05/02/2025,UTAH-DMV OFFICES,Bills & Utilities,Sale,-180.50,
04/25/2025,04/27/2025,COSTCO GAS #0672,Gas,Sale,-24.37,
04/25/2025,04/27/2025,CVSExtraCare 8007467287RI,Health & Wellness,Sale,-5.49,
04/25/2025,04/27/2025,WM SUPERCENTER #1439,Groceries,Sale,-39.10,
04/24/2025,04/25/2025,APPLE.COM/BILL,Shopping,Sale,-5.99,
04/22/2025,04/23/2025,RED MOUNTAIN MARKET,Groceries,Sale,-10.28,
04/19/2025,04/21/2025,SHIVWITS CONVENIENCE STO,Gas,Sale,-27.48,
04/18/2025,04/20/2025,JTI*TWITCHTV SUB SRVCS,Bills & Utilities,Sale,-5.99,
04/17/2025,04/18/2025,WAL-MART #1439,Groceries,Sale,-45.26,
04/15/2025,04/17/2025,SHIVWITS CONVENIENCE STO,Gas,Sale,-25.25,
04/15/2025,04/15/2025,Spotify USA,Bills & Utilities,Sale,-11.99,
04/11/2025,04/13/2025,SHIVWITS CONVENIENCE STO,Gas,Sale,-26.54,
04/12/2025,04/13/2025,DIGBY'S MARKET,Groceries,Sale,-26.62,
04/10/2025,04/11/2025,WM SUPERCENTER #1439,Groceries,Sale,-60.47,
04/11/2025,04/11/2025,ELPOLLOLOCO,Food & Drink,Sale,-24.01,
04/10/2025,04/11/2025,MICHAELS STORES 1601,Shopping,Sale,-3.19,
04/09/2025,04/09/2025,AUTOMATIC PAYMENT - THANK,,Payment,64.63,
04/06/2025,04/07/2025,PRECHECK,Personal,Sale,-96.85,
04/04/2025,04/06/2025,COSTCO GAS #0672,Gas,Sale,-22.44,
04/05/2025,04/06/2025,D.U.B.'S BBQ,Food & Drink,Sale,-20.00,
04/04/2025,04/06/2025,HARMONS-SANTA CLARA,Groceries,Sale,-34.18,
04/04/2025,04/06/2025,WAL-MART #1439,Groceries,Sale,-33.11,
04/03/2025,04/04/2025,ZOOM.COM 888-799-9666,Bills & Utilities,Sale,-17.07,
04/01/2025,04/02/2025,ROCKY VISTA HEALTH CENTER,Health & Wellness,Sale,-40.00,
03/31/2025,04/01/2025,MICHAELS STORES 1601,Shopping,Sale,-3.19,
03/28/2025,03/30/2025,WAL-MART #1439,Groceries,Sale,-36.30,
03/28/2025,03/28/2025,ZOOM.COM 888-799-9666,Bills & Utilities,Sale,-0.54,
03/25/2025,03/26/2025,CVSExtraCare 8007467287RI,Health & Wellness,Sale,-5.49,
03/24/2025,03/25/2025,APPLE.COM/BILL,Shopping,Sale,-5.99,
03/21/2025,03/23/2025,COSTCO GAS #0672,Gas,Sale,-24.13,
03/21/2025,03/23/2025,WAL-MART #1439,Groceries,Sale,-47.81,
03/18/2025,03/20/2025,JTI*TWITCHTV SUB SRVCS,Bills & Utilities,Sale,-5.99,
03/17/2025,03/19/2025,AAMC,Personal,Sale,-60.00,
03/15/2025,03/17/2025,K BAR UT,Food & Drink,Sale,-12.91,
03/14/2025,03/16/2025,WAL-MART #1439,Groceries,Sale,-82.22,
03/15/2025,03/16/2025,Spotify USA,Bills & Utilities,Sale,-11.99,
03/13/2025,03/14/2025,Etsy.com - craftiecollec,Shopping,Sale,-7.47,
03/12/2025,03/13/2025,HARMONS-SANTA CLARA,Groceries,Sale,-7.19,
03/07/2025,03/09/2025,COSTCO GAS #0672,Gas,Sale,-26.72,
03/07/2025,03/09/2025,FAMILY DOLLAR,Shopping,Sale,-7.52,
02/27/2025,03/02/2025,SHIVWITS CONVENIENCE STO,Gas,Sale,-24.90,
02/27/2025,02/27/2025,Payment Thank You-Mobile,,Payment,760.74,
02/25/2025,02/27/2025,CVSExtraCare 8007467287RI,Health & Wellness,Sale,-5.49,
02/24/2025,02/25/2025,WAL-MART #3220,Groceries,Sale,-25.46,
02/24/2025,02/25/2025,APPLE.COM/BILL,Shopping,Sale,-5.99,
02/22/2025,02/24/2025,VALERO 7 ELEVEN 37950,Gas,Sale,-40.06,
02/22/2025,02/24/2025,PRUNEDALE VALERO,Gas,Sale,-33.96,
02/23/2025,02/24/2025,COSTCO GAS #0672,Gas,Sale,-23.02,
02/21/2025,02/23/2025,SHIVWITS CONVENIENCE STO,Gas,Sale,-6.97,
02/19/2025,02/20/2025,CHEVRON 0385252,Gas,Sale,-28.14,
02/18/2025,02/19/2025,JTI*TWITCHTV SUB SRVCS,Bills & Utilities,Sale,-5.99,
02/16/2025,02/17/2025,COSTCO WHSE #0672,Shopping,Sale,-2.68,
02/15/2025,02/16/2025,Spotify USA,Bills & Utilities,Sale,-11.99,
02/13/2025,02/14/2025,HARMONS-SANTA CLARA,Groceries,Sale,-7.19,
02/11/2025,02/13/2025,SHIVWITS CONVENIENCE STO,Gas,Sale,-20.91,
02/09/2025,02/09/2025,AUTOMATIC PAYMENT - THANK,,Payment,144.84,
02/07/2025,02/09/2025,WAL-MART #3220,Groceries,Sale,-122.63,
02/08/2025,02/09/2025,BWW ST. GEORGE 469,Food & Drink,Sale,-12.31,
02/06/2025,02/07/2025,CHEVRON 0308300,Gas,Sale,-26.29,
02/05/2025,02/06/2025,GOOGLE *Google One,Shopping,Sale,-19.99,
02/05/2025,02/06/2025,GOOGLE *Google One,Shopping,Sale,-19.99,
02/04/2025,02/05/2025,MAVERIK #680,Gas,Sale,-26.92,
02/02/2025,02/04/2025,McDonalds 20759,Food & Drink,Sale,-5.47,
01/31/2025,02/02/2025,CHEVRON 0308300,Gas,Sale,-29.55,
01/31/2025,02/02/2025,USPS PO 4911900720,Shopping,Sale,-54.66,
01/28/2025,01/29/2025,CHEVRON 0308300,Gas,Sale,-29.96,
01/28/2025,01/29/2025,BEANS&amp;BREWSCOFFEEHOUSE,Food & Drink,Sale,-3.29,
01/27/2025,01/29/2025,IH CALL CENTER,Health & Wellness,Sale,-48.59,
01/25/2025,01/28/2025,CVSExtraCare 8007467287RI,Health & Wellness,Sale,-5.49,
01/24/2025,01/28/2025,CEDAR BAND TRAVEL PLAZA,Gas,Sale,-28.86,
01/22/2025,01/23/2025,RED MOUNTAIN MARKET,Groceries,Sale,-3.24,
01/21/2025,01/22/2025,PHILLIPS 66 - K B EXPR,Gas,Sale,-25.36,
01/19/2025,01/20/2025,McDonalds 20759,Food & Drink,Sale,-10.85,
01/18/2025,01/19/2025,JTI*TWITCHTV SUB SRVCS,Bills & Utilities,Sale,-5.99,
01/17/2025,01/19/2025,HARMONS-SANTA CLARA,Groceries,Sale,-38.92,
01/17/2025,01/19/2025,HARMONS-SANTA CLARA,Groceries,Sale,-7.19,
01/18/2025,01/19/2025,APPLE.COM/BILL,Shopping,Sale,-5.99,
01/15/2025,01/15/2025,Spotify USA,Bills & Utilities,Sale,-5.99,
